12214,9328,1403913600
26127,9328,1368230400
26127,9140,1368230400
13915,9328,1351641600
13915,2836,1351641600
26502,9328,1404086400
26502,11765,1404086400
26502,8212,1404086400
922,9328,1372377600
6920,9328,1373500800
6920,6745,1373500800
2228,2276,1304294400
16419,2276,1397088000
25762,7770,1384732800
13378,7770,1285804800
13378,3871,1285804800
8183,7770,1395100800
8183,2171,1395100800
1072,3586,1397088000
1072,2667,1397088000
1072,12090,1397088000
1072,6949,1397088000
12668,3586,1400976000
12668,1058,1400976000
12668,5314,1400976000
12668,8944,1400976000
16493,3586,1396656000
16493,1736,1396656000
28636,3586,1403827200
28636,8205,1403827200
24322,3586,1276732800
23646,2638,1315180800
23646,1954,1315180800
2311,2638,1376352000
2311,3814,1376352000
2311,1903,1376352000
2311,7601,1376352000
2689,3851,1363305600
2689,2594,1363305600
2689,4072,1363305600
28339,3851,1363564800
28339,11086,1363564800
27512,5637,1378166400
3050,2510,1360368000
18915,2510,1391904000
18915,8024,1391904000
18915,10897,1391904000
2605,2510,1356480000
2872,2510,1402963200
6265,2510,1386201600
29711,2510,1359763200
29711,6707,1359763200
29711,3653,1359763200
29711,5520,1359763200
22500,2510,1384214400
22500,3152,1384214400
22500,3661,1384214400
22500,853,1384214400
22500,5975,1384214400
22500,6213,1384214400
19605,1225,1405209600
19605,10154,1405209600
19605,6436,1405209600
19605,4826,1405209600
19605,477,1405209600
15705,1225,1362700800
20362,1225,1383868800
20362,9854,1383868800
9377,1225,1393459200
9377,3375,1393459200
9377,6862,1393459200
9377,8193,1393459200
9377,6216,1393459200
23120,1225,1371513600
23120,6291,1371513600
23120,11077,1371513600
23120,3566,1371513600
23120,8374,1371513600
23120,5172,1371513600
23120,8016,1371513600
23120,4119,1371513600
23120,1902,1371513600
23120,5220,1371513600
30348,1225,1371513600
26559,1225,1362355200
26559,598,1362355200
26559,7618,1362355200
21623,1225,1380153600
13602,1225,1382486400
13602,3210,1382486400
13602,9528,1382486400
13602,6663,1382486400
8896,1225,1375920000
8896,8090,1375920000
8896,8210,1375920000
8896,8395,1375920000
23050,1225,1399248000
23050,3921,1399248000
18807,1225,1395619200
18807,7231,1395619200
2769,6275,1382659200
2769,5906,1382659200
2769,10857,1382659200
7100,6275,1393891200
30638,6275,1378598400
16185,6275,1399248000
6954,1502,1360368000
6954,24,1360368000
6954,8193,1360368000
6954,8301,1360368000
6954,1890,1360368000
20309,1502,1386979200
20309,4416,1386979200
20309,9260,1386979200
20309,8756,1386979200
20309,6479,1386979200
20309,18,1386979200
20309,9350,1386979200
20309,10657,1386979200
20309,2001,1386979200
7482,1502,1387756800
7482,4013,1387756800
7482,1899,1387756800
7482,9681,1387756800
7482,10292,1387756800
7482,5320,1387756800
12229,1502,1389052800
12229,10950,1389052800
12229,5489,1389052800
12229,4013,1389052800
12229,6653,1389052800
12229,4710,1389052800
12229,8455,1389052800
12229,6621,1389052800
12229,1701,1389052800
12229,10499,1389052800
12229,12103,1389052800
7127,1502,1335139200
7127,10432,1335139200
7127,8525,1335139200
7127,1605,1335139200
7127,6929,1335139200
7127,6239,1335139200
7127,1459,1335139200
7127,11142,1335139200
7127,5572,1335139200
8924,1502,1388534400
498,1502,1373932800
18504,1502,1383004800
27773,1502,1372118400
27773,5427,1372118400
27773,6015,1372118400
27773,4013,1372118400
25567,1502,1393286400
25567,5126,1393286400
25567,2072,1393286400
25567,8359,1393286400
25567,12037,1393286400
10554,1502,1378944000
10554,6331,1378944000
10554,3375,1378944000
10554,2463,1378944000
10554,4416,1378944000
10554,581,1378944000
14231,1502,1365465600
14231,1041,1365465600
14231,9086,1365465600
14231,9018,1365465600
14231,2630,1365465600
14681,9380,1368921600
14681,10202,1368921600
14681,106,1368921600
14681,4838,1368921600
10691,10858,1402704000
10691,10938,1402704000
6733,10858,1379462400
6733,3936,1379462400
3632,10858,964742400
3632,262,964742400
3632,9338,964742400
3632,6408,964742400
3632,1092,964742400
16102,10858,1389744000
16102,3709,1389744000
16102,2318,1389744000
16102,754,1389744000
16102,2249,1389744000
16102,11166,1389744000
13296,10858,973296000
9763,10858,993859200
9763,9338,993859200
9763,1092,993859200
9763,383,993859200
9763,49,993859200
9763,11649,993859200
25176,6070,1341014400
25176,5903,1341014400
20676,724,1390608000
20676,9627,1390608000
20676,7944,1390608000
20676,5847,1390608000
20676,9457,1390608000
20676,11649,1390608000
20676,4152,1390608000
20676,4639,1390608000
20676,9648,1390608000
20676,3840,1390608000
20676,3082,1390608000
20676,652,1390608000
20676,7254,1390608000
20676,6420,1390608000
20676,8806,1390608000
14765,724,1399334400
14765,8885,1399334400
14765,1777,1399334400
14765,7968,1399334400
14765,10985,1399334400
14765,3542,1399334400
28779,724,1358294400
28779,5895,1358294400
28779,7968,1358294400
28779,832,1358294400
28779,11649,1358294400
28779,4152,1358294400
28779,6076,1358294400
17244,2471,1081641600
17244,5355,1081641600
17244,777,1081641600
17244,8799,1081641600
17244,7152,1081641600
17244,7527,1081641600
17244,11767,1081641600
26577,11367,1093478400
26577,6987,1093478400
26577,11786,1093478400
26577,6523,1093478400
26577,8198,1093478400
26577,861,1093478400
26577,6571,1093478400
26577,1421,1093478400
16804,6987,1215388800
16804,8198,1215388800
16804,6571,1215388800
16804,9702,1215388800
16804,7328,1215388800
7176,6987,971395200
655,8154,1372550400
655,9651,1372550400
655,10282,1372550400
655,4412,1372550400
11485,946,1363910400
11485,3900,1363910400
11485,11234,1363910400
11485,9110,1363910400
11485,9615,1363910400
26853,2134,1402012800
26853,6423,1402012800
26853,9042,1402012800
26853,3761,1402012800
26853,9601,1402012800
26853,7340,1402012800
23353,2134,1024444800
23353,1643,1024444800
18661,6423,1392681600
18661,8975,1392681600
12553,6423,1320969600
12553,9271,1320969600
