1216,1234,1358294400
1216,4905,1358294400
1216,4775,1358294400
5714,2859,1395360000
13861,2859,1369785600
15461,2217,1371600000
3427,4109,1357084800
7296,4109,1401580800
7296,1923,1401580800
7296,83,1401580800
7065,4109,1387497600
679,1923,1361059200
5257,1923,1375228800
5257,1715,1375228800
5257,1046,1375228800
13772,1923,1363132800
13772,1590,1363132800
13772,552,1363132800
9431,2799,1166572800
10439,2799,1173398400
10439,2044,1173398400
10439,62,1173398400
8127,749,1364860800
8127,5467,1364860800
8127,4455,1364860800
8127,1208,1364860800
8127,3908,1364860800
11831,749,1355702400
12565,494,1371859200
8135,494,1399593600
12177,494,1300579200
12756,4547,1032393600
3635,4547,1384300800
3635,1002,1384300800
3635,4449,1384300800
3635,4235,1384300800
13815,4547,1373760000
13815,4990,1373760000
13815,3338,1373760000
13815,4648,1373760000
13815,2208,1373760000
3478,4547,1197676800
3478,2908,1197676800
7612,4547,1329782400
2135,4547,1375574400
12670,4763,1331251200
12670,696,1331251200
11183,4763,1385942400
11183,715,1385942400
445,4763,1308441600
445,1598,1308441600
1490,4763,1396828800
6981,4763,1385251200
3622,4763,1390867200
3622,2270,1390867200
14493,1353,1311120000
7899,65,1365292800
12392,65,1386028800
4422,65,1360713600
10178,2457,1386892800
10178,565,1386892800
3653,2457,1378252800
470,2457,1362960000
470,4603,1362960000
1998,2457,1340323200
6668,715,1070582400
6668,4845,1070582400
6668,4230,1070582400
6668,4920,1070582400
6668,1191,1070582400
11880,715,1391990400
15463,715,1371340800
15463,1445,1371340800
6182,715,1378166400
1913,715,1054339200
1913,4277,1054339200
15211,715,1348272000
15211,2040,1348272000
6088,715,1401580800
12566,715,1316649600
13169,715,1371081600
15245,715,1377302400
15245,5121,1377302400
15245,3028,1377302400
12630,715,1374019200
12630,2659,1374019200
1493,715,1372809600
12176,2413,968457600
3719,2413,1404000000
11595,2413,1382227200
11595,3514,1382227200
13162,2413,1355356800
9743,2413,1349395200
9743,2985,1349395200
15863,2413,1023148800
14291,2413,1364169600
7038,5467,1385510400
5559,5467,1377561600
3043,1572,1324512000
12597,1572,1288656000
12597,1296,1288656000
3349,1572,1291334400
3349,3933,1291334400
3349,126,1291334400
3886,1572,1288742400
15719,1572,1369699200
15719,2512,1369699200
1309,4783,1398816000
1309,2226,1398816000
1309,2582,1398816000
4521,4969,1275350400
11919,1772,1357344000
11919,340,1357344000
11919,696,1357344000
9710,1772,1253318400
6414,1772,1395705600
8707,1772,1362960000
6061,1772,1361318400
15817,2565,1303689600
3750,2565,1166832000
10579,1446,1233360000
13217,1446,1309392000
14055,493,1393977600
14055,5273,1393977600
12689,493,1329523200
11624,493,1379030400
4845,493,1315872000
4845,1905,1315872000
4845,380,1315872000
4845,3903,1315872000
2954,493,1376524800
2954,1186,1376524800
7904,493,1366156800
13958,493,1369440000
3607,493,1356048000
3084,5430,1359072000
3084,733,1359072000
4323,3747,1374624000
4323,2839,1374624000
7971,3747,1377129600
7971,4879,1377129600
7971,4956,1377129600
7971,2126,1377129600
11398,3747,1349913600
400,2164,1376352000
6036,2164,1386460800
12257,2164,1389225600
14802,2164,1377129600
2344,2164,1364169600
809,2164,1353801600
809,1025,1353801600
10907,2164,1377820800
10907,2358,1377820800
14028,2164,1393200000
3611,2164,1367452800
